2.953399429470878E-34,1.923929535711252E-32,1.0298380583819457E-43,1.0298380583819457E-43,8.04381733018663E-28,1.9848520198061461E-19,6.27177795473386E-31,1.0298380583819457E-43,5.521456252737481E-36,1.0298380583819457E-43,3.2316093737971117E-22,3.66189882643574E-23,2.195342919615659E-30,2.6923132366008573E-34,1.7515543563499914E-35,4.8356330867707695E-37,1.1283711385669154E-20,0.9999999999999992,1.0298380583819457E-43,7.434026213956984E-16,1
2.2347597437292069E-57,1.610454958240901E-39,2.426357315694414E-57,2.426357315694414E-57,7.086321613324181E-46,3.815941723441967E-42,5.243602674754E-51,2.426357315694414E-57,3.5618273636661943E-44,2.426357315694414E-57,1.5851920919039904E-39,2.7159547340727063E-42,1.7787875184595345E-50,8.116384541285423E-59,6.603931114554762E-47,4.733666200272732E-48,2.4476761630529297E-28,1.0,2.426357315694414E-57,2.5985174923449756E-31,1
2.1834605794059876E-35,1.435359031058209E-35,7.716718472879564E-45,7.716718472879564E-45,1.3163992998285629E-32,5.624745823582316E-34,4.184377332156266E-29,7.716718472879564E-45,1.0525010462094501E-35,7.716718472879564E-45,3.928633509495947E-36,3.474279826748769E-38,5.53899475604938E-35,6.339581919760248E-34,2.2202136682060956E-36,1.4443904217329623E-34,4.391483507645893E-25,1.0,7.716718472879564E-45,4.1481934222366684E-21,1
9.550154138471975E-44,4.648931689308182E-37,8.355669315726506E-52,8.355669315726506E-52,3.73903373170369E-34,2.0238212208838863E-28,7.982395208431605E-40,8.355669315726506E-52,1.252814080139731E-32,8.355669315726506E-52,2.1768575834119722E-33,7.972804365693279E-39,7.608599886746279E-44,7.756967781730299E-47,1.939210154688628E-46,1.3333970185257397E-44,5.494534850688319E-21,0.9999999999999978,8.355669315726506E-52,2.2320047914250034E-15,1
2.1786925621087594E-58,5.809264292479105E-46,7.599877138691439E-61,7.599877138691439E-61,2.1997119953056733E-49,1.6293946475002414E-42,1.7485163422479275E-52,7.599877138691439E-61,5.4259985186326345E-39,7.599877138691439E-61,6.746248756150298E-46,8.143470744250809E-51,2.504594761971059E-49,1.024554709302444E-57,1.3823290096174304E-53,4.069152046526583E-48,4.359127205634996E-23,1.0,7.599877138691439E-61,1.421223620062839E-28,1
4.057493318796961E-23,2.4718810226665143E-14,3.283115908932878E-20,3.283115908932878E-20,2.565575243230496E-22,1.3606953983005072E-23,1.0843908010075116E-14,3.283115908932878E-20,1.9192724612888002E-18,3.283115908932878E-20,3.6986895450462624E-23,2.0805782223063037E-24,2.759319428903338E-20,4.5179726079167E-22,1.253796809681142E-21,1.267945286227309E-20,2.1230117696363586E-24,0.9999999999997875,3.283115908932878E-20,1.7687311011035805E-13,1
8.690969589276793E-63,1.3863866014643897E-59,9.184194886969102E-62,9.184194886969102E-62,2.0784744727733458E-48,1.0492359655104546E-49,2.5397497539286064E-55,9.184194886969102E-62,1.6332631916770576E-70,9.184194886969102E-62,1.1935610463453498E-42,1.7057845197727597E-50,2.0132255212904374E-51,2.3051413493534056E-53,3.385972902894532E-41,2.2906556550174966E-48,8.171835812153324E-32,1.0,9.184194886969102E-62,8.443639591743188E-33,1
6.021346255334948E-53,3.5618547187431537E-43,2.6794087001330057E-65,2.6794087001330057E-65,1.832906589059777E-38,4.094925329168243E-40,1.3762550113118527E-57,2.6794087001330057E-65,2.159367653354233E-45,2.6794087001330057E-65,1.0920069067356173E-37,2.305526186886624E-35,5.64394980189685E-56,5.974849805840407E-55,2.091423504151768E-53,5.904232750071932E-52,3.982471433630725E-32,1.0,2.6794087001330057E-65,9.046092406458005E-27,1
4.727699634764248E-33,3.4561561940142065E-30,9.52038204414665E-46,9.52038204414665E-46,5.741742789661672E-16,1.8616296761869966E-22,6.485928261472552E-32,9.52038204414665E-46,3.9533245736643224E-28,9.52038204414665E-46,9.035356229110341E-19,7.10932126378202E-18,1.1074082667519231E-35,1.5722684161456374E-28,1.6075093217806954E-37,1.7717505767842986E-33,2.7412739343855757E-15,0.9999999999971809,9.52038204414665E-46,2.8156434687482536E-12,1
6.572348283961518E-25,7.598551853438924E-26,2.6497510323968256E-28,2.6497510323968256E-28,3.599487614811224E-24,6.96782068309128E-26,8.006801365264915E-25,2.6497510323968256E-28,1.3387433124604626E-24,2.6497510323968256E-28,9.086388817286333E-24,1.2855615689343555E-24,1.071135699905766E-22,4.577003455046579E-24,3.929231280458087E-21,4.753203056194961E-22,2.7866011600127995E-16,0.9999999999999997,2.6497510323968256E-28,2.5161787655485877E-19,1
5.003063774108714E-23,2.6778934461415827E-23,4.433811218911599E-40,4.433811218911599E-40,2.1461632376148224E-13,3.4644799263864523E-17,7.407874411021513E-20,4.433811218911599E-40,2.3467355856392073E-22,4.433811218911599E-40,1.454624110425066E-14,3.9618760483906346E-14,1.0185595034835826E-23,4.9171658225039855E-25,5.367954547000382E-29,2.27748331919301E-30,8.359030798395962E-13,0.9999999999988938,4.433811218911599E-40,1.5939387224996737E-15,1
3.858802089771969E-60,7.344060608709999E-55,3.2992526143712795E-69,3.2992526143712795E-69,9.443366683691482E-36,4.064240932594616E-34,1.745079145371196E-57,3.2992526143712795E-69,7.633173208878908E-51,3.2992526143712795E-69,1.2550433063457176E-34,3.182601893537612E-39,3.3486306433481573E-54,5.425439360314456E-60,1.0392061600984483E-55,5.433800204351641E-54,2.6875045349921655E-28,1.0,3.2992526143712795E-69,1.976754066776378E-35,1
1.39023776277613E-38,5.421603693058878E-38,1.5675727713364595E-49,1.5675727713364595E-49,9.041938895840567E-14,1.8281867312848815E-4,1.2911689104153667E-31,1.5675727713364595E-49,3.4128658855811654E-36,1.5675727713364595E-49,7.892472585515829E-19,0.9997869940484277,5.532484215599327E-32,2.6709714847409764E-28,4.371486842198437E-34,2.8834976120410855E-31,2.9727894485318518E-15,3.0187271423446294E-5,1.5675727713364595E-49,6.926788349555526E-12,1
7.511452928296245E-34,5.199545562488322E-26,1.0415460680637375E-35,1.0415460680637375E-35,2.1276293571758194E-33,1.7466085547162783E-26,5.935993605456186E-32,1.0415460680637375E-35,2.0847006266735013E-33,1.0415460680637375E-35,1.286653284404539E-32,2.6885185711496773E-30,9.19459965394925E-28,5.23211776970365E-31,4.0878188910686624E-29,7.943576288874357E-31,2.6096465547224887E-16,0.9999999999999998,1.0415460680637375E-35,1.8183050693919917E-17,1
6.583516549240704E-43,1.1023874431762951E-35,7.837625177361923E-57,7.837625177361923E-57,2.5770238088429782E-36,5.103607480844505E-35,1.335121295436881E-42,7.837625177361923E-57,7.174815165361517E-39,7.837625177361923E-57,1.6195277996019108E-38,1.670872430378618E-39,3.0932968620841904E-40,5.623821259018927E-40,5.497694402442124E-46,1.0855543697471978E-43,2.170742909846587E-22,1.0,7.837625177361923E-57,1.938095585038776E-24,1
4.306657382466201E-32,6.179791238247975E-22,4.5182424027214965E-33,4.5182424027214965E-33,8.773718048990587E-29,2.382240058680455E-24,3.840417187428746E-30,4.5182424027214965E-33,1.7092885388085235E-28,4.5182424027214965E-33,1.4039274704917422E-27,2.2079030546648653E-22,1.3945785432922976E-31,5.090267234984033E-29,6.497768915313844E-30,2.5444843472269104E-24,6.302467893926942E-17,0.9999999999999998,4.5182424027214965E-33,1.4023017026981E-16,1
1.2968078460135155E-30,4.215813412593276E-30,9.303941758333816E-43,9.303941758333816E-43,3.8726144287389136E-21,4.56713514573687E-25,8.373029469073147E-30,9.303941758333816E-43,4.9488883046472096E-27,9.303941758333816E-43,9.787232800535297E-21,7.508997328379835E-22,6.430016888858411E-29,3.525573743912621E-29,3.3547671440961815E-32,3.6801894150805425E-28,2.2987732062889705E-19,1.0,9.303941758333816E-43,9.513855990621756E-20,1
2.3691811922262305E-23,7.9540382991014E-18,6.036479575339429E-25,6.036479575339429E-25,2.5293892179431983E-24,2.4007496978442607E-27,1.2221267057717169E-18,6.036479575339429E-25,4.835874057508229E-21,6.036479575339429E-25,5.719338575345523E-23,7.809551994238084E-24,4.953125260522562E-20,1.5320086643162366E-19,5.584939413158805E-22,1.944729680372031E-19,1.569578175864849E-18,1.0,6.036479575339429E-25,2.1640138270262246E-18,1
2.4434216473544363E-29,7.650454655136345E-26,3.444864309095535E-37,3.444864309095535E-37,4.075415665713E-24,2.7905908795560294E-26,1.816466488424229E-30,3.444864309095535E-37,1.6128400754982169E-27,3.444864309095535E-37,9.189614006776611E-19,3.987419978416443E-22,3.2246050341024976E-28,5.123783036483922E-26,1.1681110314865854E-25,2.02580426259049E-27,1.4310606770268274E-16,0.9999999999999992,3.444864309095535E-37,6.824132447360996E-16,1
3.9240052077701593E-22,1.1565440477217716E-15,4.015345473985837E-26,4.015345473985837E-26,2.7517702350515702E-21,9.194925158214948E-24,5.687418834387456E-19,4.015345473985837E-26,6.868884261714545E-25,4.015345473985837E-26,1.3119567024989599E-20,1.0990718940181354E-17,2.7467704710854584E-22,1.5456117936334842E-20,1.1102272760214319E-25,1.5175480455609643E-23,2.381330628082108E-16,0.9999999999999976,4.015345473985837E-26,9.794607815318363E-16,1
1.3977001978564114E-39,4.267037672376674E-31,7.540723585821464E-45,7.540723585821464E-45,1.1396968760985544E-36,2.4533386745997837E-28,2.5964318070697174E-40,7.540723585821464E-45,2.4229379839925983E-36,7.540723585821464E-45,6.727762410292355E-31,3.1784087115543556E-29,3.9555764633492793E-38,1.3903539197869546E-36,5.6312538956235346E-34,5.327277645043605E-38,2.9503675982472915E-25,0.9999999999999198,7.540723585821464E-45,8.005318197972869E-14,1
1.6241634592496666E-30,1.263565303294076E-22,1.645106588950338E-28,1.645106588950338E-28,1.0772380331631368E-28,6.945393859542015E-18,1.4720676771287315E-19,1.645106588950338E-28,2.4961471687210578E-26,1.645106588950338E-28,6.597611807688428E-21,7.569575922149183E-28,3.469839335243653E-27,3.9655829647531136E-27,1.3168962329898743E-28,3.2849371262407075E-25,2.278780199093316E-24,1.0,1.645106588950338E-28,4.0641817455802526E-20,1
2.2663678649496E-12,2.11907730915458E-10,1.1910782134317497E-18,1.1910782134317497E-18,0.0016467958134673433,9.682517068077437E-5,2.55055747854363E-13,1.1910782134317497E-18,1.9444322670067884E-10,1.1910782134317497E-18,0.0037180880523198117,1.9820395608512634E-4,5.962860285108676E-11,2.4000006564797133E-9,1.1630786782865512E-11,2.636111021793658E-9,1.2672794333445936E-5,0.9880333603939592,1.1910782134317497E-18,0.0062940483029108206,1
8.969281797947363E-36,3.451819064756421E-33,2.0172720962162173E-43,2.0172720962162173E-43,1.3612510989386798E-31,4.426672564165699E-28,2.8248904977695644E-31,2.0172720962162173E-43,1.1410476213738242E-34,2.0172720962162173E-43,2.6870921824888474E-30,1.5461446551617008E-32,9.817163268843066E-37,4.605115120013756E-34,2.5195850556561518E-27,2.3874396660177372E-36,6.843790463343381E-23,0.9999999999999993,2.0172720962162173E-43,7.496341035325539E-16,1
1.2579556435524367E-35,4.4895394256844225E-34,6.529690345833779E-41,6.529690345833779E-41,1.6596961887855063E-31,5.303823873870301E-28,7.142526258372549E-34,6.529690345833779E-41,1.0137915585343473E-37,6.529690345833779E-41,3.25386429663498E-29,6.970477010979748E-32,4.807018687133938E-38,2.9156015175883775E-31,7.553690281214621E-35,1.7568906548443464E-33,2.521418460279202E-28,1.0,6.529690345833779E-41,1.6455784519817912E-20,1
2.8818659784157297E-38,1.5496819734850214E-32,1.7282673670163834E-42,1.7282673670163834E-42,2.173011667028973E-38,9.450850621252842E-39,2.0148634336146434E-32,1.7282673670163834E-42,6.165559924659689E-34,1.7282673670163834E-42,9.002447608017745E-38,3.51549661799935E-35,2.5982989637642313E-35,2.5261101783535756E-37,8.137859565023144E-40,1.870062883844789E-37,1.595781527722895E-27,1.0,1.7282673670163834E-42,1.3577322058596136E-24,1
1.4935638156576564E-36,1.2198966236640162E-33,9.529758848814192E-45,9.529758848814192E-45,9.184787759690973E-37,8.978582391239881E-36,2.7181134645764884E-35,9.529758848814192E-45,2.3558282314624874E-34,9.529758848814192E-45,1.6589644572885987E-38,2.4656434804317186E-37,4.5777093546171485E-39,3.201516240307659E-37,3.802933006892715E-39,1.1298325512245031E-36,9.517904828323788E-32,1.0,9.529758848814192E-45,3.9036716699206716E-22,1
6.299309072955426E-36,1.2242709865813478E-28,1.6305901141233722E-41,1.6305901141233722E-41,1.0872828163009233E-27,4.0504979840509895E-27,3.883896750776547E-30,1.6305901141233722E-41,1.080336811796837E-31,1.6305901141233722E-41,1.983321236078309E-32,1.3888501433876037E-26,2.4372014361159847E-32,7.135487942527305E-35,2.865496932686853E-34,3.787369011437988E-35,2.595092949351948E-24,1.0,1.6305901141233722E-41,2.9543856938892153E-17,1
