6.27697652478796E-25,5.6949141008672864E-52,7.774009619112775E-49,2.467551315978317E-35,4.875223571224939E-19,2.5374929660381E-47,3.913778361270101E-23,2.5647416285314085E-25,1.3542258584243285E-38,1.0208167959108502E-54,2.1906077809095733E-59,2.6990088939984986E-23,8.915319206893774E-56,9.105274617363314E-32,0.9999999958715099,9.679845581047343E-29,6.983727508928616E-18,1.2663452746964818E-56,2.280646270564645E-36,6.470591181929414E-48,3.622572481658804E-17,4.423681116518084E-35,1.684434322824444E-20,3.1544888492482806E-55,1.9282060107697837E-21,3.93877395128438E-56,3.589994379985231E-54,9.282629798654912E-53,1.7986816182607234E-36,4.128490111358545E-9,1
6.081847214957416E-58,3.907884960746041E-62,7.2951890959232E-58,2.395072786419532E-57,7.344572883655973E-48,2.4042483894520253E-49,1.760658249974503E-44,8.430313848277531E-40,3.327057183327228E-57,8.496172330090026E-70,9.154040663101162E-87,1.3380299290585671E-13,1.2707197389792252E-71,3.3153332625865424E-51,0.9999999999998662,8.528538774255714E-54,4.219997005392672E-34,1.2272865398174714E-75,6.805975193332046E-46,9.364756452526786E-70,3.2054590100102555E-49,5.956779247025183E-53,3.771956738138913E-43,1.7869427969344287E-70,9.040402908677505E-25,1.1880116059642593E-72,1.607340404616252E-60,1.6105513480422674E-70,2.169872148915888E-34,1.2777325483149751E-20,1
9.046470685764955E-26,1.3466528507333101E-49,3.5622816859941376E-70,2.2397460010885175E-42,5.343193429187904E-31,5.086720057148724E-64,3.976086865253698E-31,3.260187886613993E-61,6.2423539210637345E-62,3.061916398872763E-67,1.7827304542937976E-69,7.216941876289277E-18,6.838545361160797E-68,2.3434720224334144E-32,1.6354864919738626E-27,2.295130313678835E-34,4.487911093332438E-38,2.1904329699745174E-78,2.062979808762061E-40,6.894244373134301E-46,1.5323436995385556E-43,5.004760247671327E-68,4.438828810602968E-23,3.848404723983254E-55,0.9999999999999957,1.1348707967516364E-72,6.761401489983731E-62,3.799540284975378E-66,1.037141819859951E-58,4.31534352626382E-15,1
1.2865946295037617E-37,1.1863363296056531E-37,3.898236488133182E-38,7.922951467010954E-43,1.4985815345916822E-26,1.6791515240516156E-45,1.630254126532159E-27,7.400718703234718E-41,1.28042358842758E-43,1.6764487639842674E-38,9.843183872351044E-48,1.1482256150187311E-20,1.0221949678987094E-52,1.9537729772600687E-39,1.3511280695206235E-13,1.9823558454433822E-29,7.482166741465928E-26,1.651740968360591E-41,1.583068445714565E-29,1.9588853501294325E-36,2.0046289572564633E-35,8.68041340472479E-42,8.55724818418671E-30,1.697658998578692E-44,0.9999999999983741,3.4056452600672676E-51,8.347861879996843E-39,3.4055565298776527E-44,4.087300542915486E-34,1.4906980780400883E-12,1
2.1840564309759955E-34,7.29758620767024E-46,3.2523049813146472E-49,1.584018420554445E-47,8.255599530962235E-30,9.396843910993438E-50,3.7040692781110822E-37,6.816502437048384E-35,4.19045055971939E-46,1.3077960635295084E-48,5.061421373750708E-47,1.0,2.7034191951571675E-51,9.131882936407874E-35,1.6233374644437444E-21,2.7414935922039382E-30,9.155283915644874E-29,2.554841162433822E-61,2.9576107856985093E-32,1.0206409676400967E-46,2.1218729656323638E-36,1.802677596993281E-50,1.1718202069363543E-31,2.8679117387001236E-45,4.179098951238119E-26,2.976797584079276E-52,9.732934584016759E-37,1.2844615889249578E-47,2.715197280973076E-48,7.397300672960355E-21,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
9.31087080138012E-47,1.3897809699006327E-34,9.66653475197213E-51,2.0036544051798537E-71,1.024565740801256E-34,3.1328340839178704E-68,1.3275028488838034E-52,1.229234045535723E-67,2.3269633422835325E-65,9.9170855392365E-53,2.392541854086265E-60,0.9999999074444196,1.227636695757221E-80,6.061046620837662E-34,1.015569560654932E-19,4.147372395196486E-32,1.9244538768089605E-26,6.732173785550916E-61,1.0458347249375177E-34,2.4676717098606494E-62,1.087056982397052E-52,6.763601894978524E-75,6.349735592060183E-34,1.202355038595534E-54,9.255558033352626E-8,8.007127700921972E-82,4.1385951128137244E-47,1.6588647680658719E-65,1.4144098307877086E-51,7.051141438760791E-18,1
6.077807339847241E-24,8.325134765232283E-47,3.6720804403577E-47,7.854408011681663E-37,1.0242477485512596E-34,8.817621816676505E-52,9.482958409810745E-32,2.1686048591947495E-33,2.620541675951679E-46,7.329564769709653E-49,2.92281807187621E-38,4.255229175942398E-14,8.831137844959461E-62,1.2705236676722182E-29,0.9999998753456831,5.917332495225559E-39,2.185404660440628E-17,7.236087564867589E-46,5.538803915569926E-38,5.819284536772217E-44,7.760935512752981E-26,2.492300696936875E-44,2.0854207468639285E-21,2.179441700087799E-53,1.949973454263655E-19,1.3098071956413153E-57,2.003399174828182E-39,5.075308509857933E-58,4.910814228749816E-19,1.2465427425837548E-7,1
1.4211631382873297E-28,2.017183338037436E-32,8.650072904304662E-33,4.399542836523856E-44,1.0673090226908849E-26,2.6804378885631692E-45,4.8843761349551277E-32,3.6326444500917986E-30,3.669555029659686E-42,3.1963390566233084E-39,5.014334177495272E-51,0.9999777528767715,3.768878893138705E-46,2.3333843761496463E-37,2.2227386674749514E-5,1.8729681812188726E-35,6.5154779383813964E-18,2.810571518016773E-51,1.494644234714248E-29,5.419374137632403E-36,2.022410326818016E-36,1.2932235076544555E-37,8.715921834483376E-25,2.1466333799401436E-53,3.2834548935759015E-11,7.312574551437327E-48,6.954019577706564E-31,2.994160290797494E-37,3.6108327357328545E-39,1.9703719210086368E-8,1
8.719087993737457E-19,1.3632884488415279E-27,8.30177366141761E-28,8.089907453692118E-21,1.7575233304952692E-21,6.527504025432796E-26,1.6679104686873942E-23,4.947805223664901E-19,3.2346723143384603E-32,5.444140255555582E-30,3.241094459259308E-42,6.196424592818793E-5,2.676686029351142E-28,2.672983423035654E-20,0.9999378782975978,3.5782956982505756E-22,1.418161659056682E-13,2.1280080420358705E-32,1.965029617808368E-20,2.9448341946545988E-33,8.7187790250437E-17,1.190541564849217E-25,7.525265750880679E-12,3.229012959267119E-22,2.974492028125782E-11,1.4654041307605215E-30,9.61665694670812E-34,6.54957887335982E-29,5.996396515743537E-24,1.5741906194053419E-7,1
